unobserved_strength,seed,generator,iteration,selection_severity,frontier_severity,passed,naive_declined_ece,reweight_declined_ece,retrain_declined_ece,naive_declined_empc,naive_declined_emp_h,reweight_declined_empc,reweight_declined_emp_h,exploration_cost
0.0,1064,flat,0,0.0,0.4,True,0.034357123425217205,0.036054928896088724,0.02546794401768678,0.010046589587792094,,0.010335371198967679,,0.0
0.0,1064,flat,1,0.2,0.4,True,0.03907824884986952,0.04120822560626165,0.054513476847926665,0.016881103007571424,,0.0156647055435528,,0.0
0.0,1064,flat,2,0.4,0.4,True,0.0891070897344817,0.065142889936079,0.07660106621448654,0.022187052712346014,,0.021992750505277322,,0.0
0.0,1064,flat,3,0.6,0.4,False,0.14390876045351644,0.1590236178765066,0.2020500412408536,0.033288471052563495,,0.030127261168354954,,0.0
0.0,1080,flat,0,0.0,0.4,True,0.009979210867084014,0.01504468263415868,0.03258177027211799,0.009392226997663664,,0.008651300685225193,,0.0
0.0,1080,flat,1,0.2,0.4,True,0.024912332241475175,0.021173797217691276,0.040969159739896864,0.01707363477794814,,0.012509152990617986,,0.0
0.0,1080,flat,2,0.4,0.4,True,0.09291624317293694,0.07861581060380542,0.0741161815447257,0.022675160075617765,,0.022280826694842673,,0.0
0.0,1080,flat,3,0.6,0.4,False,0.11125186485691177,0.147657372088068,0.14730723379382693,0.027036830951558025,,0.026389410757147166,,0.0
0.0,1096,flat,0,0.0,0.4,True,0.03312422068583427,0.03745671861857972,0.027311117978091385,0.011965227440858196,,0.01234033508953017,,0.0
0.0,1096,flat,1,0.2,0.4,True,0.023118697852503405,0.02521539766617896,0.02843625262405361,0.019552332021720575,,0.019014115365030858,,0.0
0.0,1096,flat,2,0.4,0.4,True,0.039588801120545164,0.04583961584512859,0.07411568343683282,0.022903390193444076,,0.022794021199889047,,0.0
0.0,1096,flat,3,0.6,0.4,False,0.16704293058048886,0.15434793856881168,0.11670543341488451,0.02263802839353069,,0.021998187480257694,,0.0
0.0,1112,flat,0,0.0,0.4,True,0.029093274200526313,0.03128929856677856,0.020914521706692567,0.009805133284698526,,0.008388900869393444,,0.0
0.0,1112,flat,1,0.2,0.4,True,0.05030358644267939,0.04262141316611388,0.05733104768831699,0.018137466397653353,,0.02121608692125259,,0.0
0.0,1112,flat,2,0.4,0.4,True,0.08030353146145365,0.06471145516624928,0.09158925666188962,0.018185477196091024,,0.019697094127845517,,0.0
0.0,1112,flat,3,0.6,0.4,False,0.10673033850733309,0.12060779707128316,0.12659948756764786,0.021141839032642003,,0.018822411197886905,,0.0
0.0,1128,flat,0,0.0,0.4,True,0.040482149085218695,0.03131874281169861,0.016085614146130755,0.008779952641709741,,0.008630534952984164,,0.0
0.0,1128,flat,1,0.2,0.4,True,0.028896387847000982,0.04087804683068427,0.027545630516599574,0.013154833873490888,,0.016035968456667465,,0.0
0.0,1128,flat,2,0.4,0.4,True,0.09064113908864374,0.08631423003240728,0.05739660775369359,0.024346848221362835,,0.023136512829680614,,0.0
0.0,1128,flat,3,0.6,0.4,False,0.17114307560298148,0.17537970956693585,0.15183022052430786,0.023793306879596035,,0.020719316123817652,,0.0
0.0,1144,flat,0,0.0,0.4,True,0.018900577643078644,0.020650489062972593,0.01741735435202887,0.011120393449583658,,0.01074657205039756,,0.0
0.0,1144,flat,1,0.2,0.4,True,0.05531103445246547,0.0533528606982503,0.047562650737079305,0.01848715265033829,,0.018128202404530988,,0.0
0.0,1144,flat,2,0.4,0.4,True,0.07177139236358392,0.05758470498580005,0.06270320629730827,0.01878184932263981,,0.017884555169941606,,0.0
0.0,1144,flat,3,0.6,0.4,False,0.1618626762748517,0.12936547196072934,0.1695738480018194,0.027942624049633134,,0.026770331809352996,,0.0
0.0,1160,flat,0,0.0,0.4,True,0.026631100539665588,0.027745883122212406,0.018638898567235076,0.012272859666736174,,0.010676792108865869,,0.0
0.0,1160,flat,1,0.2,0.4,True,0.02555639771646516,0.019757699551939345,0.021461079438694672,0.01893355929473882,,0.018405367138523036,,0.0
0.0,1160,flat,2,0.4,0.4,True,0.09270212965599234,0.08664030526811345,0.09141065654158644,0.016920235782474008,,0.015850843679609008,,0.0
