seed,selection_severity,exploration_rate,arm,generation,policy,funded_rate,funded_default_rate,book_profit,explored_profit,declined_ece,declined_mean_pd,declined_base_rate,all_ece,declined_empc,declined_emp_h,diag_propensity_auc,diag_ess_ratio,diag_below_floor,diag_flagged,n_explored,explored_defaults
1000,0.2,0.0,treatment,0,prior,0.6,0.1429,0.007000558,0.0,0.03,0.2023,0.2056,0.0127,0.0268,0.0356,0.7985,0.9818,0.0,False,0,0
1000,0.2,0.0,treatment,1,model,0.6,0.0437,0.0373500714,0.0,0.2309,0.1385,0.3694,0.0895,0.0469,0.0015,0.9945,0.9195,0.3688,True,0,0
1000,0.2,0.0,treatment,2,model,0.6,0.055,0.035821758,0.0,0.1181,0.3005,0.3488,0.0401,0.0443,0.0033,0.9916,0.8908,0.3063,True,0,0
1000,0.2,0.0,treatment,3,model,0.6,0.0446,0.0384388476,0.0,0.2324,0.1572,0.3588,0.0818,0.0426,0.0028,0.9946,0.9378,0.3412,True,0,0
1000,0.2,0.0,treatment,4,model,0.6,0.06,0.0345836923,0.0,0.1314,0.1961,0.3275,0.0507,0.041,0.0085,0.9875,0.9061,0.2437,True,0,0
1000,0.2,0.0,treatment,5,model,0.6,0.0512,0.035462126,0.0,0.1593,0.1816,0.34,0.0591,0.0416,0.0031,0.9926,0.8397,0.3312,True,0,0
1000,0.2,0.0,treatment,6,model,0.6,0.0571,0.0341009292,0.0,0.2172,0.1197,0.3369,0.0873,0.0451,0.0068,0.9873,0.897,0.2087,True,0,0
1000,0.2,0.0,treatment,7,model,0.6,0.0583,0.0335238193,0.0,0.1376,0.336,0.3356,0.0387,0.0418,0.0073,0.988,0.9069,0.2562,True,0,0
1000,0.2,0.0,treatment,8,model,0.6,0.05,0.0366399108,0.0,0.1591,0.2345,0.3438,0.0503,0.0374,0.0018,0.992,0.9416,0.3638,True,0,0
1000,0.2,0.0,treatment,9,model,0.6,0.0638,0.0320289853,0.0,0.1176,0.2309,0.3431,0.0436,0.0454,0.0076,0.9885,0.8754,0.2712,True,0,0
1000,0.2,0.0,treatment,10,model,0.6,0.0467,0.0375132329,0.0,0.2079,0.1399,0.3412,0.0806,0.0398,0.0042,0.992,0.9341,0.23,True,0,0
1000,0.2,0.0,treatment,11,model,0.6,0.0558,0.0351719925,0.0,0.0957,0.228,0.3237,0.0369,0.0419,0.0097,0.9718,0.823,0.1906,True,0,0
1000,0.2,0.0,frozen,0,prior,0.6,0.1429,0.007000558,0.0,0.03,0.2023,0.2056,0.0127,0.0268,0.0356,0.7985,0.9818,0.0,False,0,0
1000,0.2,0.0,frozen,1,model,0.6,0.0437,0.0373500714,0.0,0.0546,0.3653,0.3694,0.0303,0.0489,0.0015,0.9945,0.9195,0.3688,True,0,0
1000,0.2,0.0,frozen,2,model,0.6,0.0433,0.0387240884,0.0,0.0523,0.3909,0.3663,0.0282,0.0484,0.0018,0.9947,0.9302,0.4069,True,0,0
1000,0.2,0.0,frozen,3,model,0.6,0.0417,0.0404155614,0.0,0.0641,0.3993,0.3631,0.0304,0.0487,0.0019,0.9945,0.9208,0.3794,True,0,0
1000,0.2,0.0,frozen,4,model,0.6,0.0413,0.0398359915,0.0,0.0551,0.3751,0.3556,0.0307,0.0481,0.0064,0.9955,0.9387,0.3887,True,0,0
1000,0.2,0.0,frozen,5,model,0.6,0.0429,0.0383546412,0.0,0.0453,0.3821,0.3525,0.0268,0.0483,0.0034,0.9957,0.9426,0.4044,True,0,0
1000,0.2,0.0,frozen,6,model,0.6,0.0404,0.0395270316,0.0,0.0493,0.3747,0.3619,0.0303,0.0507,0.0031,0.9958,0.9278,0.3688,True,0,0
1000,0.2,0.0,frozen,7,model,0.6,0.0446,0.0373660124,0.0,0.0574,0.3809,0.3563,0.0329,0.0465,0.0039,0.9953,0.9241,0.3738,True,0,0
1000,0.2,0.0,frozen,8,model,0.6,0.045,0.0380600219,0.0,0.0417,0.3571,0.3513,0.0259,0.0473,0.0053,0.9956,0.9222,0.3775,True,0,0
1000,0.2,0.0,frozen,9,model,0.6,0.0417,0.0394353558,0.0,0.0422,0.3829,0.3762,0.0227,0.0532,0.004,0.9953,0.9333,0.4181,True,0,0
1000,0.2,0.0,frozen,10,model,0.6,0.0413,0.0391809695,0.0,0.0486,0.3693,0.3494,0.03,0.0464,0.0059,0.9946,0.9167,0.3856,True,0,0
1000,0.2,0.0,frozen,11,model,0.6,0.0387,0.0409500789,0.0,0.0574,0.3667,0.3494,0.0283,0.0429,0.0036,0.9957,0.9133,0.3787,True,0,0
1000,0.2,0.0,prior,0,prior,0.6,0.1429,0.007000558,0.0,0.03,0.2023,0.2056,0.0127,0.0268,0.0356,0.7985,0.9818,0.0,False,0,0
1000,0.2,0.0,prior,1,model,0.6,0.1375,0.0074179427,0.0,0.0672,0.2071,0.2288,0.0154,0.0285,0.0289,0.7852,0.9748,0.0,False,0,0
1000,0.2,0.0,prior,2,model,0.6,0.1408,0.0082448488,0.0,0.0384,0.1878,0.22,0.026,0.0281,0.0306,0.7945,0.9769,0.0,False,0,0
1000,0.2,0.0,prior,3,model,0.6,0.1304,0.010560658,0.0,0.0474,0.2022,0.23,0.0233,0.0282,0.0286,0.7805,0.9782,0.0,False,0,0
1000,0.2,0.0,prior,4,model,0.6,0.1329,0.0137646091,0.0,0.0283,0.2007,0.2181,0.023,0.0259,0.0312,0.7893,0.9688,0.0,False,0,0
1000,0.2,0.0,prior,5,model,0.6,0.1258,0.0116923088,0.0,0.0726,0.1804,0.2281,0.0313,0.0286,0.0292,0.7933,0.9751,0.0,False,0,0
1000,0.2,0.0,prior,6,model,0.6,0.1396,0.0058063314,0.0,0.0505,0.1708,0.2131,0.0289,0.0291,0.0359,0.7898,0.979,0.0,False,0,0
1000,0.2,0.0,prior,7,model,0.6,0.1388,0.0096391506,0.0,0.0281,0.1984,0.215,0.0279,0.0261,0.0299,0.8036,0.9773,0.0,False,0,0
1000,0.2,0.0,prior,8,model,0.6,0.1275,0.0134304102,0.0,0.0591,0.1855,0.2275,0.0264,0.0289,0.0284,0.7912,0.9722,0.0,False,0,0
1000,0.2,0.0,prior,9,model,0.6,0.1417,0.0088039677,0.0,0.0338,0.1994,0.2263,0.0294,0.0321,0.0354,0.7839,0.9717,0.0,False,0,0
1000,0.2,0.0,prior,10,model,0.6,0.1388,0.009762079,0.0,0.0249,0.1926,0.2031,0.0271,0.0243,0.0334,0.7939,0.9772,0.0,False,0,0
1000,0.2,0.0,prior,11,model,0.6,0.1367,0.0083243747,0.0,0.0289,0.1823,0.2025,0.0318,0.0266,0.0378,0.7828,0.9766,0.0,False,0,0
1000,0.2,0.05,treatment,0,prior,0.617,0.143,0.0070967045,9.61466e-05,0.0437,0.1929,0.2082,0.0295,0.0256,0.0331,0.7985,0.9818,0.0,False,68,10
1000,0.2,0.05,treatment,1,model,0.6202,0.0528,0.0364940863,-0.0015855971,0.1234,0.2885,0.372,0.0151,0.0468,0.0015,0.9902,0.7792,0.3187,True,81,26
1000,0.2,0.05,treatment,2,model,0.6202,0.0826,0.0271968751,-0.0014796817,0.0804,0.2833,0.3193,0.0183,0.0397,0.0112,0.9641,0.855,0.1381,True,81,24
1000,0.2,0.05,treatment,3,model,0.6195,0.0553,0.0370148874,-0.0015209663,0.2007,0.1941,0.3574,0.0615,0.0409,0.0015,0.9909,0.908,0.3169,True,78,26
1000,0.2,0.05,treatment,4,model,0.618,0.0926,0.0243615298,-0.0007277162,0.096,0.1916,0.2873,0.0525,0.0371,0.0184,0.9182,0.8008,0.0294,True,72,18
1000,0.2,0.05,treatment,5,model,0.6208,0.0532,0.0361222445,-0.001194801,0.1216,0.2418,0.3527,0.0211,0.0396,0.0001,0.9899,0.9325,0.3394,True,83,24
1000,0.2,0.05,treatment,6,model,0.6182,0.0991,0.0196023002,-0.000405384,0.1324,0.2149,0.2823,0.0588,0.0364,0.0192,0.8973,0.9022,0.0456,True,73,14
1000,0.2,0.05,treatment,7,model,0.6282,0.0641,0.032996978,-0.0033035565,0.1383,0.3181,0.347,0.049,0.0421,0.0053,0.9947,0.9451,0.4537,True,113,43
1000,0.2,0.05,treatment,8,model,0.6182,0.0696,0.0307002509,-0.0016647856,0.1215,0.2046,0.3261,0.0543,0.0382,0.0061,0.986,0.8382,0.2475,True,73,24
1000,0.2,0.05,treatment,9,model,0.6205,0.0572,0.0361940657,-0.0009899492,0.1547,0.3687,0.3689,0.0534,0.0492,0.0062,0.9837,0.8586,0.3225,True,82,26
1000,0.2,0.05,treatment,10,model,0.6215,0.0704,0.0312149232,-0.001182231,0.1996,0.2152,0.319,0.085,0.0368,0.0079,0.9741,0.854,0.2181,True,86,22
1000,0.2,0.05,treatment,11,model,0.6185,0.0639,0.032554188,-0.0023468168,0.0974,0.367,0.3237,0.0489,0.0399,0.0095,0.9869,0.9161,0.2706,True,74,29
1000,0.2,0.05,frozen,0,prior,0.6,0.1429,0.007000558,0.0,0.03,0.2023,0.2056,0.0127,0.0268,0.0356,0.7985,0.9818,0.0,False,0,0
1000,0.2,0.05,frozen,1,model,0.619,0.0513,0.0362124591,-0.0011376123,0.0569,0.3667,0.3734,0.0303,0.0498,0.0011,0.9945,0.9195,0.3688,True,76,22
1000,0.2,0.05,frozen,2,model,0.6185,0.0538,0.0362453733,-0.0024787151,0.0513,0.392,0.365,0.0282,0.0486,0.0021,0.9947,0.9302,0.4069,True,74,29
1000,0.2,0.05,frozen,3,model,0.6182,0.051,0.0387137633,-0.0017017981,0.0599,0.3993,0.3635,0.0304,0.0495,0.0023,0.9945,0.9208,0.3794,True,73,26
1000,0.2,0.05,frozen,4,model,0.6162,0.0495,0.0383785485,-0.0014574431,0.057,0.3735,0.3557,0.0307,0.0478,0.0059,0.9955,0.9387,0.3887,True,65,23
1000,0.2,0.05,frozen,5,model,0.6175,0.051,0.0368981822,-0.001456459,0.0432,0.3816,0.3536,0.0268,0.0483,0.003,0.9957,0.9426,0.4044,True,70,23
1000,0.2,0.05,frozen,6,model,0.616,0.0459,0.0387235007,-0.0008035309,0.0479,0.3774,0.3665,0.0303,0.0521,0.003,0.9958,0.9278,0.3688,True,64,16
1000,0.2,0.05,frozen,7,model,0.6275,0.0586,0.0342419169,-0.0031240955,0.0605,0.381,0.3557,0.0329,0.046,0.0035,0.9953,0.9241,0.3738,True,110,40
1000,0.2,0.05,frozen,8,model,0.6192,0.0549,0.0358285694,-0.0022314525,0.0399,0.3565,0.3506,0.0259,0.047,0.0055,0.9956,0.9222,0.3775,True,77,28
1000,0.2,0.05,frozen,9,model,0.6205,0.0524,0.0378440024,-0.0015913534,0.0403,0.383,0.3768,0.0227,0.0533,0.0035,0.9953,0.9333,0.4181,True,82,30
1000,0.2,0.05,frozen,10,model,0.62,0.0508,0.0374409966,-0.0017399729,0.0529,0.3714,0.35,0.03,0.0465,0.0061,0.9946,0.9167,0.3856,True,80,27
1000,0.2,0.05,frozen,11,model,0.6188,0.0497,0.0385204289,-0.00242965,0.0599,0.3672,0.3469,0.0283,0.042,0.0037,0.9957,0.9133,0.3787,True,75,30
1000,0.2,0.05,prior,0,prior,0.617,0.143,0.0070967045,9.61466e-05,0.0437,0.1929,0.2082,0.0295,0.0256,0.0331,0.7985,0.9818,0.0,False,68,10
1000,0.2,0.05,prior,1,model,0.621,0.1381,0.0076524081,0.0002344654,0.0473,0.199,0.2328,0.0328,0.0295,0.0273,0.7852,0.9748,0.0,False,84,13
1000,0.2,0.05,prior,2,model,0.6178,0.1433,0.0076577176,-0.0005871312,0.0335,0.2089,0.2198,0.0287,0.0217,0.0281,0.7945,0.9769,0.0,False,71,16
1000,0.2,0.05,prior,3,model,0.6198,0.1339,0.0100660995,-0.0004945585,0.0342,0.1973,0.2295,0.0237,0.0293,0.0308,0.7805,0.9782,0.0,False,79,19
1000,0.2,0.05,prior,4,model,0.6168,0.1362,0.012690032,-0.0010745771,0.0696,0.2209,0.2166,0.0255,0.0236,0.03,0.7893,0.9688,0.0,False,67,17
1000,0.2,0.05,prior,5,model,0.6198,0.1259,0.012352003,0.0006596941,0.0571,0.2004,0.2334,0.0033,0.0262,0.0303,0.7933,0.9751,0.0,False,79,10
1000,0.2,0.05,prior,6,model,0.6202,0.1403,0.0059135585,0.0001072271,0.0262,0.2172,0.2159,0.0392,0.0278,0.0341,0.7898,0.979,0.0,False,81,13
1000,0.2,0.05,prior,7,model,0.6232,0.1452,0.0079178205,-0.0017213301,0.0379,0.2444,0.209,0.0545,0.0245,0.0306,0.8036,0.9773,0.0,False,93,29
1000,0.2,0.05,prior,8,model,0.6192,0.1308,0.0126880649,-0.0007423453,0.0468,0.1869,0.2272,0.0156,0.0267,0.0272,0.7912,0.9722,0.0,False,77,18
1000,0.2,0.05,prior,9,model,0.6175,0.1437,0.008656534,-0.0001474337,0.0902,0.1383,0.2268,0.0583,0.0302,0.0317,0.7839,0.9717,0.0,False,70,15
1000,0.2,0.05,prior,10,model,0.6232,0.1396,0.0098335837,7.15048e-05,0.044,0.1715,0.2057,0.0317,0.0233,0.0352,0.7939,0.9772,0.0,False,93,15
1000,0.2,0.05,prior,11,model,0.617,0.1402,0.00741583,-0.0009085448,0.0717,0.2353,0.1997,0.0324,0.0224,0.0345,0.7828,0.9766,0.0,False,68,18
1000,0.4,0.0,treatment,0,prior,0.6,0.0946,0.0223242759,0.0,0.0887,0.2242,0.2781,0.0252,0.0377,0.0227,0.8284,0.9254,0.0019,False,0,0
1000,0.4,0.0,treatment,1,model,0.6,0.0521,0.0351966038,0.0,0.1201,0.2367,0.3569,0.0452,0.0449,0.0042,0.9923,0.8872,0.3412,True,0,0
1000,0.4,0.0,treatment,2,model,0.6,0.0558,0.0350946613,0.0,0.1482,0.1993,0.3475,0.0575,0.0416,0.0031,0.9898,0.8793,0.3419,True,0,0
1000,0.4,0.0,treatment,3,model,0.6,0.05,0.0369923629,0.0,0.184,0.1666,0.3506,0.0732,0.0438,0.0034,0.9926,0.9073,0.28,True,0,0
1000,0.4,0.0,treatment,4,model,0.6,0.0508,0.0373933985,0.0,0.1651,0.1762,0.3412,0.065,0.0397,0.0037,0.9941,0.9089,0.3063,True,0,0
1000,0.4,0.0,treatment,5,model,0.6,0.0512,0.0357158743,0.0,0.1975,0.1425,0.34,0.0764,0.0418,0.0047,0.9831,0.6015,0.2656,True,0,0
1000,0.4,0.0,treatment,6,model,0.6,0.0633,0.0319823043,0.0,0.1164,0.2124,0.3275,0.0456,0.0427,0.0097,0.9714,0.7155,0.1187,True,0,0
1000,0.4,0.0,treatment,7,model,0.6,0.0517,0.0358502851,0.0,0.1634,0.2739,0.3456,0.0572,0.0461,0.0063,0.9796,0.8354,0.2744,True,0,0
1000,0.4,0.0,treatment,8,model,0.6,0.0537,0.0347632618,0.0,0.158,0.1816,0.3381,0.0587,0.0384,0.0038,0.9735,0.81,0.1819,True,0,0
1000,0.4,0.0,treatment,9,model,0.6,0.0571,0.0342457211,0.0,0.1365,0.2331,0.3531,0.0501,0.0442,0.0047,0.9856,0.709,0.3031,True,0,0
1000,0.4,0.0,treatment,10,model,0.6,0.0529,0.0353564245,0.0,0.199,0.1335,0.3319,0.0776,0.0396,0.0082,0.9866,0.909,0.2144,True,0,0
1000,0.4,0.0,treatment,11,model,0.6,0.0638,0.032816898,0.0,0.0928,0.2473,0.3119,0.028,0.0368,0.0095,0.9531,0.7865,0.1025,True,0,0
1000,0.4,0.0,frozen,0,prior,0.6,0.0946,0.0223242759,0.0,0.0887,0.2242,0.2781,0.0252,0.0377,0.0227,0.8284,0.9254,0.0019,False,0,0
1000,0.4,0.0,frozen,1,model,0.6,0.0521,0.0351966038,0.0,0.0965,0.3186,0.3569,0.0534,0.0449,0.003,0.9923,0.8872,0.3412,True,0,0
1000,0.4,0.0,frozen,2,model,0.6,0.0492,0.0366622049,0.0,0.091,0.3401,0.3575,0.049,0.0449,0.0008,0.9927,0.9102,0.3688,True,0,0
1000,0.4,0.0,frozen,3,model,0.6,0.0458,0.0382583253,0.0,0.114,0.3391,0.3569,0.0568,0.0439,0.0023,0.9939,0.9236,0.36,True,0,0
1000,0.4,0.0,frozen,4,model,0.6,0.0504,0.0365116359,0.0,0.0889,0.32,0.3419,0.0501,0.042,0.0071,0.9939,0.8755,0.37,True,0,0
1000,0.4,0.0,frozen,5,model,0.6,0.0437,0.0381439557,0.0,0.0801,0.3302,0.3513,0.043,0.0462,0.0014,0.9933,0.8956,0.3825,True,0,0
1000,0.4,0.0,frozen,6,model,0.6,0.0462,0.0370175208,0.0,0.0798,0.3198,0.3531,0.0434,0.0462,0.004,0.9929,0.9034,0.3494,True,0,0
1000,0.4,0.0,frozen,7,model,0.6,0.0454,0.0367385671,0.0,0.0956,0.3303,0.355,0.0494,0.0448,0.0019,0.9936,0.8981,0.3594,True,0,0
1000,0.4,0.0,frozen,8,model,0.6,0.0496,0.0364188228,0.0,0.0747,0.3148,0.3444,0.044,0.0427,0.004,0.9941,0.9143,0.3513,True,0,0
1000,0.4,0.0,frozen,9,model,0.6,0.0458,0.0382751967,0.0,0.0913,0.3351,0.37,0.0478,0.0497,0.0023,0.9941,0.8696,0.3869,True,0,0
1000,0.4,0.0,frozen,10,model,0.6,0.0442,0.0390850118,0.0,0.0905,0.3125,0.345,0.0465,0.0426,0.003,0.9927,0.9209,0.33,True,0,0
1000,0.4,0.0,frozen,11,model,0.6,0.0471,0.0373626011,0.0,0.0908,0.3174,0.3369,0.0492,0.0394,0.003,0.9943,0.9,0.3494,True,0,0
1000,0.4,0.0,prior,0,prior,0.6,0.0946,0.0223242759,0.0,0.0887,0.2242,0.2781,0.0252,0.0377,0.0227,0.8284,0.9254,0.0019,False,0,0
1000,0.4,0.0,prior,1,model,0.6,0.0912,0.0226873205,0.0,0.1028,0.2254,0.2981,0.0337,0.0393,0.0179,0.8291,0.9047,0.0006,False,0,0
1000,0.4,0.0,prior,2,model,0.6,0.0904,0.0240575681,0.0,0.1133,0.2049,0.2956,0.0368,0.0397,0.0163,0.8246,0.9082,0.0,False,0,0
1000,0.4,0.0,prior,3,model,0.6,0.0817,0.0252498389,0.0,0.1138,0.2334,0.3031,0.0274,0.0367,0.0182,0.8212,0.9136,0.005,False,0,0
1000,0.4,0.0,prior,4,model,0.6,0.0808,0.0284994852,0.0,0.0888,0.2074,0.2963,0.0311,0.039,0.0143,0.8327,0.8926,0.0006,False,0,0
1000,0.4,0.0,prior,5,model,0.6,0.0771,0.0272059259,0.0,0.1355,0.2032,0.3013,0.0465,0.039,0.0157,0.8274,0.9058,0.0025,False,0,0
1000,0.4,0.0,prior,6,model,0.6,0.0833,0.024316743,0.0,0.0967,0.2109,0.2975,0.0366,0.0413,0.0152,0.8286,0.9168,0.0013,False,0,0
1000,0.4,0.0,prior,7,model,0.6,0.0908,0.0238209544,0.0,0.0799,0.2089,0.2869,0.0347,0.0394,0.0175,0.8328,0.9072,0.0013,False,0,0
1000,0.4,0.0,prior,8,model,0.6,0.08,0.0286200992,0.0,0.1284,0.1882,0.2988,0.0455,0.0379,0.0114,0.8292,0.9013,0.0025,False,0,0
1000,0.4,0.0,prior,9,model,0.6,0.0917,0.0236745563,0.0,0.0942,0.2212,0.3013,0.0297,0.0432,0.0202,0.8239,0.9096,0.0,False,0,0
1000,0.4,0.0,prior,10,model,0.6,0.09,0.0254869701,0.0,0.0722,0.2148,0.2762,0.0231,0.0356,0.0183,0.8345,0.9139,0.0006,False,0,0
1000,0.4,0.0,prior,11,model,0.6,0.0862,0.0233149006,0.0,0.0888,0.1921,0.2781,0.0325,0.0363,0.0202,0.8247,0.9115,0.0025,False,0,0
1000,0.4,0.05,treatment,0,prior,0.6188,0.0986,0.0217488239,-0.0005754521,0.0949,0.1858,0.2807,0.0365,0.0345,0.0178,0.8284,0.9254,0.0019,False,75,17
1000,0.4,0.05,treatment,1,model,0.6188,0.0626,0.0335051282,-0.0009351177,0.1447,0.2879,0.3548,0.0347,0.0445,0.0028,0.9665,0.8601,0.1844,True,75,20
1000,0.4,0.05,treatment,2,model,0.6182,0.0679,0.0318398431,-0.0018980318,0.1409,0.3332,0.3418,0.0551,0.0454,0.0067,0.9744,0.8819,0.2056,True,73,25
1000,0.4,0.05,treatment,3,model,0.619,0.0674,0.0325646349,-0.001001401,0.1075,0.2411,0.3373,0.0327,0.0381,0.0045,0.9897,0.9217,0.2487,True,76,23
1000,0.4,0.05,treatment,4,model,0.6182,0.0724,0.0303337826,-0.0010415571,0.1237,0.2463,0.3202,0.0525,0.0377,0.007,0.9807,0.7649,0.2431,True,73,21
1000,0.4,0.05,treatment,5,model,0.621,0.0592,0.0339977187,-0.0013051394,0.1162,0.2638,0.343,0.037,0.0424,0.0068,0.9828,0.8894,0.3256,True,84,25
1000,0.4,0.05,treatment,6,model,0.6178,0.0749,0.0290102823,-0.0003936976,0.2031,0.1194,0.3211,0.1029,0.0384,0.0097,0.9616,0.9087,0.1537,True,71,14
1000,0.4,0.05,treatment,7,model,0.6262,0.0723,0.0303178951,-0.0027133022,0.0636,0.325,0.3318,0.0322,0.0433,0.0101,0.9516,0.8076,0.1481,True,105,38
1000,0.4,0.05,treatment,8,model,0.6182,0.0631,0.033479397,-0.0016279187,0.1224,0.3448,0.3366,0.0427,0.0413,0.0049,0.9905,0.9256,0.2712,True,73,24
1000,0.4,0.05,treatment,9,model,0.6212,0.0616,0.0353968213,-0.0015676338,0.1665,0.2189,0.3624,0.0508,0.0469,0.0029,0.9864,0.9235,0.2787,True,85,30
1000,0.4,0.05,treatment,10,model,0.6198,0.0714,0.0305587507,-0.0016736799,0.0836,0.2326,0.3162,0.0202,0.0353,0.0066,0.9429,0.7638,0.0794,True,79,25
1000,0.4,0.05,treatment,11,model,0.6182,0.0853,0.0259312775,-0.0018476834,0.0962,0.348,0.2888,0.0649,0.0326,0.0153,0.9207,0.8864,0.1006,True,73,26
1000,0.4,0.05,frozen,0,prior,0.6,0.0946,0.0223242759,0.0,0.0887,0.2242,0.2781,0.0252,0.0377,0.0227,0.8284,0.9254,0.0019,False,0,0
1000,0.4,0.05,frozen,1,model,0.622,0.0595,0.0341167854,-0.0010798184,0.0967,0.3223,0.3624,0.0534,0.0465,0.0026,0.9923,0.8872,0.3412,True,88,23
1000,0.4,0.05,frozen,2,model,0.6185,0.0582,0.0347915295,-0.0018706754,0.0915,0.3406,0.3578,0.049,0.045,0.0006,0.9927,0.9102,0.3688,True,74,26
1000,0.4,0.05,frozen,3,model,0.618,0.0542,0.0367951912,-0.0014631341,0.1119,0.3402,0.358,0.0568,0.0444,0.0026,0.9939,0.9236,0.36,True,72,24
1000,0.4,0.05,frozen,4,model,0.6172,0.0591,0.0348292685,-0.0016823673,0.0882,0.3207,0.341,0.0501,0.0414,0.007,0.9939,0.8755,0.37,True,69,25
1000,0.4,0.05,frozen,5,model,0.6182,0.0514,0.0368347828,-0.0013091728,0.0821,0.3295,0.3536,0.043,0.0466,0.001,0.9933,0.8956,0.3825,True,73,22
1000,0.4,0.05,frozen,6,model,0.616,0.0519,0.0360124307,-0.0010050901,0.0796,0.321,0.3568,0.0434,0.0474,0.0036,0.9929,0.9034,0.3494,True,64,17
1000,0.4,0.05,frozen,7,model,0.6268,0.0598,0.0333972028,-0.0033413643,0.0903,0.3313,0.353,0.0494,0.0448,0.0021,0.9936,0.8981,0.3594,True,107,41
1000,0.4,0.05,frozen,8,model,0.6182,0.059,0.0343025153,-0.0021163075,0.0767,0.3131,0.3432,0.044,0.0422,0.0046,0.9941,0.9143,0.3513,True,73,27
1000,0.4,0.05,frozen,9,model,0.6185,0.0562,0.0366722928,-0.0016029039,0.0898,0.3332,0.3689,0.0478,0.0509,0.002,0.9941,0.8696,0.3869,True,74,29
1000,0.4,0.05,frozen,10,model,0.6195,0.0529,0.0372635931,-0.0018214187,0.093,0.3141,0.3463,0.0465,0.0427,0.0028,0.9927,0.9209,0.33,True,78,25
1000,0.4,0.05,frozen,11,model,0.618,0.057,0.0350941821,-0.002268419,0.0922,0.3177,0.3344,0.0492,0.0388,0.0033,0.9943,0.9,0.3494,True,72,28
1000,0.4,0.05,prior,0,prior,0.6188,0.0986,0.0217488239,-0.0005754521,0.0949,0.1858,0.2807,0.0365,0.0345,0.0178,0.8284,0.9254,0.0019,False,75,17
1000,0.4,0.05,prior,1,model,0.62,0.0952,0.0223175973,-0.0003697232,0.1189,0.1837,0.3026,0.0559,0.039,0.0139,0.8291,0.9047,0.0006,False,80,17
1000,0.4,0.05,prior,2,model,0.6182,0.0958,0.0227546245,-0.0013029436,0.1023,0.231,0.2967,0.0358,0.0388,0.0157,0.8246,0.9082,0.0,False,73,20
1000,0.4,0.05,prior,3,model,0.619,0.0889,0.0240015079,-0.001248331,0.0354,0.2894,0.3025,0.0626,0.0388,0.0138,0.8212,0.9136,0.005,False,76,24
1000,0.4,0.05,prior,4,model,0.616,0.0873,0.0270531249,-0.0014463603,0.0785,0.3168,0.2949,0.0556,0.038,0.0167,0.8327,0.8926,0.0006,False,64,21
1000,0.4,0.05,prior,5,model,0.6208,0.0818,0.0268266473,-0.0003792786,0.141,0.1876,0.3059,0.0497,0.0408,0.0155,0.8274,0.9058,0.0025,False,83,18
1000,0.4,0.05,prior,6,model,0.6185,0.0881,0.0236006366,-0.0007161063,0.0552,0.2496,0.3001,0.0094,0.0404,0.0194,0.8286,0.9168,0.0013,False,74,18
1000,0.4,0.05,prior,7,model,0.6235,0.1026,0.0211200842,-0.0027008702,0.0595,0.2915,0.2795,0.0383,0.0349,0.0167,0.8328,0.9072,0.0013,False,94,38
1000,0.4,0.05,prior,8,model,0.6205,0.0862,0.0274045878,-0.0012155114,0.1356,0.1867,0.3004,0.0516,0.0395,0.0162,0.8292,0.9013,0.0025,False,82,22
1000,0.4,0.05,prior,9,model,0.6198,0.1,0.0224401791,-0.0012343772,0.0335,0.2674,0.2985,0.0184,0.0403,0.0186,0.8239,0.9096,0.0,False,79,28
1000,0.4,0.05,prior,10,model,0.622,0.0953,0.0248005051,-0.0006864651,0.0636,0.2544,0.2784,0.0193,0.0353,0.0169,0.8345,0.9139,0.0006,False,88,21
1000,0.4,0.05,prior,11,model,0.6185,0.0954,0.0208665032,-0.0024483974,0.1143,0.3788,0.2726,0.107,0.036,0.025,0.8247,0.9115,0.0025,False,74,29
1000,1.0,0.0,treatment,0,prior,0.6,0.0196,0.045877375,0.0,0.3634,0.0272,0.3906,0.1457,0.0476,0.0004,0.972,0.8571,0.1888,True,0,0
1000,1.0,0.0,treatment,1,model,0.6,0.1125,0.0152077242,0.0,0.0441,0.2328,0.2662,0.0388,0.0342,0.0217,0.9507,0.7338,0.035,True,0,0
1000,1.0,0.0,treatment,2,model,0.6,0.0517,0.0362566851,0.0,0.1609,0.2006,0.3538,0.0594,0.042,0.0015,0.9852,0.8722,0.3044,True,0,0
1000,1.0,0.0,treatment,3,model,0.6,0.0596,0.0341209844,0.0,0.1364,0.1998,0.3362,0.0564,0.0426,0.008,0.9833,0.8554,0.2512,True,0,0
1000,1.0,0.0,treatment,4,model,0.6,0.0583,0.0346623239,0.0,0.1027,0.2273,0.33,0.0379,0.041,0.0092,0.9765,0.8101,0.2225,True,0,0
1000,1.0,0.0,treatment,5,model,0.6,0.05,0.0355365159,0.0,0.1722,0.2179,0.3419,0.0596,0.0414,0.0051,0.9932,0.925,0.3137,True,0,0
1000,1.0,0.0,treatment,6,model,0.6,0.0592,0.0341212603,0.0,0.1277,0.206,0.3337,0.0465,0.0423,0.0043,0.9873,0.79,0.2331,True,0,0
1000,1.0,0.0,treatment,7,model,0.6,0.0458,0.0377965229,0.0,0.1594,0.1967,0.3544,0.0575,0.0444,0.0017,0.9764,0.888,0.2562,True,0,0
