seed,selection_severity,exploration_rate,arm,generation,policy,funded_rate,funded_default_rate,book_profit,explored_profit,declined_ece,declined_mean_pd,declined_base_rate,all_ece,declined_empc,declined_emp_h,diag_propensity_auc,diag_ess_ratio,diag_below_floor,diag_flagged,n_explored,explored_defaults
1080,0.2,0.05,treatment,3,model,0.622,0.0736,0.0304743359,-0.0024847956,0.143,0.2659,0.3413,0.0526,0.039,0.0037,0.9866,0.8831,0.3187,True,88,34
1080,0.2,0.05,treatment,4,model,0.62,0.069,0.031885839,-0.0018098734,0.1774,0.1765,0.3414,0.0775,0.0402,0.0055,0.9894,0.8984,0.2669,True,80,26
1080,0.2,0.05,treatment,5,model,0.62,0.0649,0.0309085118,-0.0014282604,0.1442,0.2396,0.3553,0.0507,0.0485,0.0084,0.9813,0.8445,0.2431,True,80,23
1080,0.2,0.05,treatment,6,model,0.619,0.0687,0.0309096955,-0.0019868979,0.0535,0.2905,0.332,0.0182,0.0419,0.0068,0.9772,0.6994,0.2081,True,76,27
1080,0.2,0.05,treatment,7,model,0.6232,0.0582,0.0357160462,-0.001658725,0.0992,0.2651,0.3285,0.0324,0.0398,0.0082,0.9893,0.9008,0.2856,True,93,29
1080,0.2,0.05,treatment,8,model,0.6182,0.0558,0.0354040714,-0.0001420828,0.1241,0.222,0.3392,0.0338,0.0381,0.0036,0.9903,0.9072,0.3081,True,73,14
1080,0.2,0.05,treatment,9,model,0.619,0.0884,0.0241166913,-0.0015244216,0.1067,0.2936,0.3104,0.0506,0.0419,0.0149,0.9795,0.9032,0.125,True,76,25
1080,0.2,0.05,treatment,10,model,0.6208,0.0673,0.0317820043,-0.0030018409,0.132,0.3227,0.3362,0.0522,0.0384,0.0042,0.9881,0.8899,0.2969,True,83,33
1080,0.2,0.05,treatment,11,model,0.619,0.0775,0.0286038395,-0.0023224266,0.1038,0.2984,0.3241,0.0292,0.0408,0.0099,0.9812,0.8146,0.2775,True,76,32
1080,0.2,0.05,frozen,0,prior,0.6,0.1375,0.0085493933,0.0,0.042,0.1766,0.2181,0.0295,0.0255,0.0293,0.7981,0.9725,0.0,False,0,0
1080,0.2,0.05,frozen,1,model,0.616,0.0495,0.0379490715,-0.0011706744,0.0299,0.3345,0.36,0.0204,0.0503,0.0038,0.9939,0.889,0.3625,True,64,21
1080,0.2,0.05,frozen,2,model,0.618,0.0506,0.036250872,-0.0012708052,0.0362,0.3342,0.3704,0.0253,0.0494,0.0023,0.9955,0.9055,0.4306,True,72,20
1080,0.2,0.05,frozen,3,model,0.621,0.058,0.0345469276,-0.0020343644,0.0459,0.3202,0.3661,0.0323,0.0466,0.0006,0.9953,0.9372,0.41,True,84,31
1080,0.2,0.05,frozen,4,model,0.6205,0.0548,0.0363672963,-0.0019491685,0.045,0.3281,0.365,0.027,0.0469,0.0006,0.9933,0.8744,0.3606,True,82,30
1080,0.2,0.05,frozen,5,model,0.6188,0.0586,0.0339810585,-0.0021017248,0.047,0.3212,0.3646,0.0326,0.0508,0.0023,0.994,0.8691,0.37,True,75,28
1080,0.2,0.05,frozen,6,model,0.621,0.0519,0.0367877545,-0.0023262747,0.0297,0.3382,0.3608,0.0223,0.0479,0.0041,0.9956,0.927,0.4175,True,84,31
1080,0.2,0.05,frozen,7,model,0.6218,0.0442,0.0396656475,-0.0020198951,0.0274,0.3364,0.3503,0.0141,0.0444,0.0051,0.9946,0.8981,0.3931,True,87,32
1080,0.2,0.05,frozen,8,model,0.6145,0.0464,0.0379439982,-0.0003731689,0.025,0.3287,0.3515,0.0177,0.046,0.0052,0.995,0.9114,0.3987,True,58,14
1080,0.2,0.05,frozen,9,model,0.619,0.0549,0.0356547637,-0.0018415428,0.0311,0.3395,0.3648,0.0235,0.0491,0.006,0.9939,0.9212,0.395,True,76,27
1080,0.2,0.05,frozen,10,model,0.6232,0.0594,0.0340435669,-0.0035272155,0.0368,0.3168,0.351,0.029,0.0436,0.0019,0.9945,0.9107,0.3681,True,93,37
1080,0.2,0.05,frozen,11,model,0.6172,0.0543,0.0357817819,-0.0025220811,0.0395,0.3211,0.3605,0.0268,0.0469,0.0025,0.9954,0.9131,0.39,True,69,33
1080,0.2,0.05,prior,0,prior,0.6185,0.1374,0.0087809627,0.0002315694,0.0796,0.2072,0.2221,0.0439,0.0255,0.0298,0.7981,0.9725,0.0,False,74,10
1080,0.2,0.05,prior,1,model,0.6182,0.1298,0.0128764766,0.0004044208,0.0641,0.1887,0.2318,0.0136,0.027,0.0253,0.8029,0.9745,0.0,False,73,11
1080,0.2,0.05,prior,2,model,0.619,0.1414,0.006331911,-0.0006049865,0.0353,0.2192,0.2238,0.0356,0.0285,0.031,0.7851,0.9785,0.0,False,76,15
1080,0.2,0.05,prior,3,model,0.6238,0.1423,0.0083547881,-0.0005029682,0.0463,0.2636,0.2286,0.0507,0.0256,0.0242,0.7793,0.9735,0.0,False,95,20
1080,0.2,0.05,prior,4,model,0.6222,0.1394,0.009590703,-0.0005011993,0.0564,0.174,0.227,0.0295,0.0287,0.032,0.7823,0.979,0.0,False,89,20
1080,0.2,0.05,prior,5,model,0.6192,0.1474,0.0050945993,-2.78671e-05,0.0769,0.2142,0.2206,0.0294,0.0276,0.0283,0.7935,0.9748,0.0,False,77,15
1080,0.2,0.05,prior,6,model,0.6178,0.1291,0.0109968196,-0.0010681793,0.059,0.2471,0.2335,0.0572,0.0318,0.0325,0.7922,0.9673,0.0,False,71,19
1080,0.2,0.05,prior,7,model,0.6212,0.1272,0.012876993,0.0001345611,0.0618,0.156,0.2139,0.0391,0.0237,0.0279,0.7797,0.976,0.0,False,85,15
1080,0.2,0.05,prior,8,model,0.6202,0.1177,0.0165322874,0.0004617845,0.062,0.2203,0.2396,0.0559,0.0305,0.028,0.7841,0.9686,0.0,False,81,10
1080,0.2,0.05,prior,9,model,0.6195,0.1437,0.0074539927,-0.000269754,0.0649,0.1779,0.2208,0.0328,0.0281,0.0309,0.7927,0.9818,0.0,False,78,15
1080,0.2,0.05,prior,10,model,0.622,0.1383,0.0084300019,-0.0014727954,0.0611,0.2691,0.2202,0.0587,0.0253,0.0276,0.7724,0.9777,0.0,False,88,23
1080,0.2,0.05,prior,11,model,0.6208,0.1365,0.0095371324,-0.0007770271,0.0773,0.1518,0.2287,0.0429,0.0273,0.0269,0.7858,0.9775,0.0,False,83,22
1080,0.4,0.0,treatment,0,prior,0.6,0.0867,0.0247853271,0.0,0.1134,0.1892,0.2944,0.0437,0.0395,0.0184,0.826,0.9012,0.0,False,0,0
1080,0.4,0.0,treatment,1,model,0.6,0.045,0.0380254868,0.0,0.2378,0.1166,0.3544,0.0952,0.0424,0.0034,0.9915,0.9015,0.3375,True,0,0
1080,0.4,0.0,treatment,2,model,0.6,0.0521,0.0347839523,0.0,0.1616,0.1938,0.3538,0.0622,0.044,0.0043,0.9897,0.8926,0.32,True,0,0
1080,0.4,0.0,treatment,3,model,0.6,0.0646,0.031410624,0.0,0.091,0.2515,0.34,0.0371,0.0431,0.0062,0.9916,0.8917,0.2662,True,0,0
1080,0.4,0.0,treatment,4,model,0.6,0.0512,0.0360475189,0.0,0.1972,0.2783,0.3544,0.0646,0.0426,0.0038,0.9919,0.8556,0.3663,True,0,0
1080,0.4,0.0,treatment,5,model,0.6,0.0575,0.0325236217,0.0,0.1658,0.1864,0.3519,0.0652,0.0452,0.0053,0.9944,0.947,0.2894,True,0,0
1080,0.4,0.0,treatment,6,model,0.6,0.0596,0.0334135269,0.0,0.1396,0.2882,0.3331,0.0423,0.0418,0.0071,0.9755,0.83,0.2844,True,0,0
1080,0.4,0.0,treatment,7,model,0.6,0.0508,0.0365332094,0.0,0.1673,0.1795,0.3237,0.0635,0.0405,0.0075,0.9829,0.9067,0.2094,True,0,0
1080,0.4,0.0,treatment,8,model,0.6,0.0479,0.0359294622,0.0,0.1699,0.1761,0.3381,0.063,0.0413,0.007,0.99,0.8854,0.3675,True,0,0
1080,0.4,0.0,treatment,9,model,0.6,0.0554,0.0337127954,0.0,0.1482,0.2436,0.3494,0.0542,0.0456,0.0049,0.9771,0.8685,0.2169,True,0,0
1080,0.4,0.0,treatment,10,model,0.6,0.0712,0.0302653072,0.0,0.0902,0.226,0.3162,0.0354,0.0376,0.0104,0.9604,0.7449,0.1187,True,0,0
1080,0.4,0.0,treatment,11,model,0.6,0.0521,0.0346176245,0.0,0.1638,0.2068,0.3506,0.0503,0.0415,0.0017,0.9901,0.8781,0.3125,True,0,0
1080,0.4,0.0,frozen,0,prior,0.6,0.0867,0.0247853271,0.0,0.1134,0.1892,0.2944,0.0437,0.0395,0.0184,0.826,0.9012,0.0,False,0,0
1080,0.4,0.0,frozen,1,model,0.6,0.045,0.0380254868,0.0,0.0877,0.2892,0.3544,0.0488,0.0472,0.0056,0.9915,0.9015,0.3375,True,0,0
1080,0.4,0.0,frozen,2,model,0.6,0.0429,0.0377802245,0.0,0.1106,0.2808,0.3675,0.0576,0.0473,0.0016,0.9909,0.8725,0.3412,True,0,0
1080,0.4,0.0,frozen,3,model,0.6,0.0567,0.0340750622,0.0,0.1004,0.2738,0.3519,0.0615,0.0451,0.0017,0.989,0.8694,0.3175,True,0,0
1080,0.4,0.0,frozen,4,model,0.6,0.0471,0.03744978,0.0,0.104,0.2797,0.3606,0.0561,0.0449,0.0037,0.9898,0.8932,0.3019,True,0,0
1080,0.4,0.0,frozen,5,model,0.6,0.0483,0.0362580168,0.0,0.1016,0.2802,0.3656,0.0568,0.049,0.0006,0.9886,0.839,0.3075,True,0,0
1080,0.4,0.0,frozen,6,model,0.6,0.0483,0.0375070272,0.0,0.0936,0.2829,0.35,0.0542,0.0446,0.0027,0.9915,0.8535,0.36,True,0,0
1080,0.4,0.0,frozen,7,model,0.6,0.035,0.0412929168,0.0,0.0878,0.2917,0.3475,0.0433,0.046,0.0062,0.9907,0.8788,0.345,True,0,0
1080,0.4,0.0,frozen,8,model,0.6,0.0425,0.037953915,0.0,0.0869,0.2803,0.3463,0.0474,0.0426,0.0017,0.9887,0.8754,0.3175,True,0,0
1080,0.4,0.0,frozen,9,model,0.6,0.0492,0.0367477257,0.0,0.0878,0.2912,0.3588,0.0507,0.048,0.0026,0.9879,0.898,0.3038,True,0,0
1080,0.4,0.0,frozen,10,model,0.6,0.0583,0.0341474316,0.0,0.0832,0.2708,0.3356,0.0559,0.0394,0.0057,0.9889,0.8925,0.2888,True,0,0
1080,0.4,0.0,frozen,11,model,0.6,0.0508,0.0364871629,0.0,0.0958,0.2713,0.3525,0.0564,0.0462,0.0053,0.989,0.8453,0.3038,True,0,0
1080,0.4,0.0,prior,0,prior,0.6,0.0867,0.0247853271,0.0,0.1134,0.1892,0.2944,0.0437,0.0395,0.0184,0.826,0.9012,0.0,False,0,0
1080,0.4,0.0,prior,1,model,0.6,0.0788,0.0288928749,0.0,0.1146,0.1948,0.3038,0.0367,0.0412,0.0114,0.8382,0.9005,0.0006,False,0,0
1080,0.4,0.0,prior,2,model,0.6,0.0892,0.0225664675,0.0,0.0969,0.2153,0.2981,0.0337,0.0421,0.0192,0.822,0.92,0.0019,False,0,0
1080,0.4,0.0,prior,3,model,0.6,0.0908,0.0239072054,0.0,0.1036,0.1974,0.3006,0.0354,0.04,0.0152,0.8207,0.9133,0.0025,False,0,0
1080,0.4,0.0,prior,4,model,0.6,0.0954,0.022482137,0.0,0.0867,0.2045,0.2881,0.0374,0.0378,0.019,0.8219,0.9222,0.0019,False,0,0
1080,0.4,0.0,prior,5,model,0.6,0.0917,0.0221418022,0.0,0.1158,0.195,0.3006,0.0454,0.0401,0.0152,0.8287,0.9141,0.0019,False,0,0
1080,0.4,0.0,prior,6,model,0.6,0.0838,0.0255781265,0.0,0.0926,0.2149,0.2969,0.0342,0.0419,0.0162,0.836,0.8972,0.0037,False,0,0
1080,0.4,0.0,prior,7,model,0.6,0.08,0.027257337,0.0,0.0981,0.1837,0.28,0.0492,0.0379,0.0208,0.8276,0.8971,0.0019,False,0,0
1080,0.4,0.0,prior,8,model,0.6,0.0767,0.0287312291,0.0,0.1201,0.1812,0.295,0.0458,0.0381,0.0164,0.8377,0.9123,0.0069,False,0,0
1080,0.4,0.0,prior,9,model,0.6,0.0879,0.0246562207,0.0,0.1034,0.1972,0.3006,0.0387,0.0426,0.0168,0.8191,0.9279,0.0031,False,0,0
1080,0.4,0.0,prior,10,model,0.6,0.0862,0.0249654365,0.0,0.1087,0.1851,0.2938,0.0384,0.0401,0.0164,0.8259,0.919,0.0006,False,0,0
1080,0.4,0.0,prior,11,model,0.6,0.0854,0.0255785881,0.0,0.091,0.2117,0.3006,0.0346,0.0402,0.0176,0.8207,0.9113,0.0044,False,0,0
1080,0.4,0.05,treatment,0,prior,0.6188,0.0929,0.0235533079,-0.0012320191,0.0819,0.2203,0.2944,0.044,0.0395,0.0175,0.826,0.9012,0.0,False,75,22
1080,0.4,0.05,treatment,1,model,0.615,0.0533,0.0367887854,-0.0009155479,0.173,0.2523,0.3532,0.0511,0.0402,0.0025,0.9798,0.8738,0.2781,True,60,18
1080,0.4,0.05,treatment,2,model,0.6178,0.0886,0.0229046545,-0.0002989002,0.1096,0.2719,0.3087,0.0363,0.0421,0.0161,0.91,0.845,0.0175,True,71,14
1080,0.4,0.05,treatment,3,model,0.6225,0.0711,0.0305975942,-0.002160039,0.1254,0.3899,0.3457,0.0505,0.0416,0.0011,0.9929,0.8733,0.3387,True,90,32
1080,0.4,0.05,treatment,4,model,0.621,0.0644,0.0326562638,-0.0019876132,0.1493,0.2812,0.3496,0.0531,0.0433,0.0039,0.9898,0.9256,0.21,True,84,29
1080,0.4,0.05,treatment,5,model,0.621,0.0624,0.0328990286,-0.001869432,0.1296,0.2722,0.3602,0.0477,0.0465,0.0037,0.9893,0.936,0.2838,True,84,27
1080,0.4,0.05,treatment,6,model,0.6218,0.0607,0.0341345941,-0.0019612373,0.0813,0.3236,0.347,0.0295,0.0411,0.0031,0.9923,0.9042,0.3325,True,87,30
1080,0.4,0.05,treatment,7,model,0.623,0.0678,0.0324221888,-0.0014728386,0.1189,0.2003,0.3123,0.0503,0.0389,0.0119,0.9695,0.8962,0.1837,True,92,27
1080,0.4,0.05,treatment,8,model,0.6178,0.0567,0.0343315327,0.0002585342,0.1872,0.1672,0.3375,0.0611,0.0398,0.0028,0.9788,0.6955,0.2013,True,71,11
1080,0.4,0.05,treatment,9,model,0.619,0.08,0.0267021916,-0.001055598,0.0851,0.2632,0.3241,0.0354,0.0451,0.013,0.9558,0.8943,0.1581,True,76,21
1080,0.4,0.05,treatment,10,model,0.6245,0.0693,0.0308078757,-0.0027118338,0.0613,0.3211,0.3356,0.0318,0.0427,0.0062,0.9865,0.8871,0.295,True,98,34
1080,0.4,0.05,treatment,11,model,0.6172,0.0717,0.0303190392,-0.0020690597,0.1058,0.2455,0.3325,0.0382,0.0435,0.0108,0.9894,0.8855,0.2731,True,69,28
1080,0.4,0.05,frozen,0,prior,0.6,0.0867,0.0247853271,0.0,0.1134,0.1892,0.2944,0.0437,0.0395,0.0184,0.826,0.9012,0.0,False,0,0
1080,0.4,0.05,frozen,1,model,0.6155,0.0516,0.0371013319,-0.0009241548,0.0875,0.2902,0.3563,0.0488,0.0475,0.0052,0.9915,0.9015,0.3375,True,62,19
1080,0.4,0.05,frozen,2,model,0.619,0.0497,0.0365877251,-0.0011924995,0.1154,0.2793,0.3727,0.0576,0.0489,0.0011,0.9909,0.8725,0.3412,True,76,20
1080,0.4,0.05,frozen,3,model,0.6218,0.0671,0.03213562,-0.0019394422,0.1001,0.2751,0.3516,0.0615,0.0452,0.0023,0.989,0.8694,0.3175,True,87,31
1080,0.4,0.05,frozen,4,model,0.619,0.0578,0.0353231373,-0.0021266427,0.1045,0.2787,0.3589,0.0561,0.044,0.0034,0.9898,0.8932,0.3019,True,76,30
1080,0.4,0.05,frozen,5,model,0.6198,0.0569,0.0346754144,-0.0015826023,0.1038,0.2813,0.3682,0.0568,0.0483,0.0004,0.9886,0.839,0.3075,True,79,25
1080,0.4,0.05,frozen,6,model,0.6202,0.0584,0.0353245992,-0.0021824279,0.0937,0.2838,0.3496,0.0542,0.0448,0.0029,0.9915,0.8535,0.36,True,81,29
1080,0.4,0.05,frozen,7,model,0.6205,0.0467,0.0390081103,-0.0022848065,0.0865,0.2911,0.3452,0.0433,0.0456,0.0064,0.9907,0.8788,0.345,True,82,32
1080,0.4,0.05,frozen,8,model,0.6165,0.047,0.0377867358,-0.0001671791,0.0895,0.2808,0.352,0.0474,0.0442,0.0011,0.9887,0.8754,0.3175,True,66,14
1080,0.4,0.05,frozen,9,model,0.62,0.0593,0.0347026562,-0.0020450695,0.0864,0.2927,0.3586,0.0507,0.0476,0.0025,0.9879,0.898,0.3038,True,80,29
1080,0.4,0.05,frozen,10,model,0.6248,0.0704,0.0310149243,-0.0031325073,0.0819,0.2717,0.3338,0.0559,0.0388,0.0051,0.9889,0.8925,0.2888,True,99,36
1080,0.4,0.05,frozen,11,model,0.6185,0.0627,0.0339193155,-0.0025678474,0.0943,0.2667,0.348,0.0564,0.0446,0.0049,0.989,0.8453,0.3038,True,74,33
1080,0.4,0.05,prior,0,prior,0.6188,0.0929,0.0235533079,-0.0012320191,0.0819,0.2203,0.2944,0.044,0.0395,0.0175,0.826,0.9012,0.0,False,75,22
1080,0.4,0.05,prior,1,model,0.6172,0.0834,0.0284191004,-0.0004737745,0.1261,0.1907,0.3063,0.0481,0.0408,0.0111,0.8382,0.9005,0.0006,False,69,17
1080,0.4,0.05,prior,2,model,0.6192,0.0941,0.0212457188,-0.0013207487,0.0534,0.282,0.3007,0.0237,0.0425,0.0191,0.822,0.92,0.0019,False,77,19
1080,0.4,0.05,prior,3,model,0.6232,0.1007,0.0217547457,-0.0021524597,0.0868,0.2435,0.2973,0.0214,0.0344,0.0129,0.8207,0.9133,0.0025,False,93,33
1080,0.4,0.05,prior,4,model,0.6215,0.1018,0.0212598085,-0.0012223285,0.0647,0.2252,0.2886,0.0164,0.0366,0.0191,0.8219,0.9222,0.0019,False,86,24
1080,0.4,0.05,prior,5,model,0.6195,0.0977,0.021082714,-0.0010590882,0.0949,0.2427,0.3016,0.0293,0.0413,0.017,0.8287,0.9141,0.0019,False,78,22
1080,0.4,0.05,prior,6,model,0.6195,0.0912,0.0238908482,-0.0016872783,0.0666,0.3047,0.2957,0.0497,0.0386,0.0181,0.836,0.8972,0.0037,False,78,25
1080,0.4,0.05,prior,7,model,0.6215,0.0869,0.0263195485,-0.0009377885,0.0994,0.2188,0.2801,0.0298,0.0367,0.0194,0.8276,0.8971,0.0019,False,86,24
1080,0.4,0.05,prior,8,model,0.619,0.0796,0.0285188202,-0.0002124089,0.1155,0.1894,0.3012,0.0486,0.0372,0.0161,0.8377,0.9123,0.0069,False,76,13
1080,0.4,0.05,prior,9,model,0.62,0.094,0.0237406692,-0.0009155515,0.1538,0.1784,0.302,0.0731,0.042,0.0177,0.8191,0.9279,0.0031,False,80,22
1080,0.4,0.05,prior,10,model,0.6228,0.0943,0.0228723773,-0.0020930592,0.124,0.1879,0.2929,0.0459,0.0362,0.0157,0.8259,0.919,0.0006,False,91,28
1080,0.4,0.05,prior,11,model,0.6218,0.0937,0.0242193261,-0.001359262,0.0936,0.2631,0.2994,0.0426,0.0367,0.0157,0.8207,0.9113,0.0044,False,87,28
1080,1.0,0.0,treatment,0,prior,0.6,0.0171,0.0461193689,0.0,0.3691,0.0297,0.3987,0.1485,0.0503,0.0002,0.9694,0.7794,0.1737,True,0,0
1080,1.0,0.0,treatment,1,model,0.6,0.0933,0.0238022164,0.0,0.068,0.2227,0.2819,0.0311,0.038,0.02,0.9669,0.9042,0.0844,True,0,0
1080,1.0,0.0,treatment,2,model,0.6,0.0425,0.0380910777,0.0,0.1694,0.1988,0.3681,0.0633,0.0458,0.002,0.9927,0.9198,0.405,True,0,0
1080,1.0,0.0,treatment,3,model,0.6,0.0696,0.030615752,0.0,0.1225,0.21,0.3325,0.0439,0.0399,0.0068,0.9833,0.8942,0.2575,True,0,0
1080,1.0,0.0,treatment,4,model,0.6,0.0604,0.0323840053,0.0,0.1486,0.192,0.3406,0.0591,0.0414,0.0075,0.9874,0.8853,0.2787,True,0,0
1080,1.0,0.0,treatment,5,model,0.6,0.0471,0.0367856613,0.0,0.1454,0.2589,0.3675,0.0492,0.047,0.0024,0.9952,0.9299,0.4256,True,0,0
1080,1.0,0.0,treatment,6,model,0.6,0.0596,0.0331142482,0.0,0.1023,0.2308,0.3331,0.0375,0.04,0.0048,0.9794,0.8461,0.1875,True,0,0
1080,1.0,0.0,treatment,7,model,0.6,0.0496,0.0361092573,0.0,0.1459,0.2182,0.3256,0.0535,0.0402,0.0073,0.9855,0.8016,0.2544,True,0,0
1080,1.0,0.0,treatment,8,model,0.6,0.0421,0.037483706,0.0,0.2188,0.128,0.3469,0.0881,0.0406,0.0043,0.9954,0.9371,0.3787,True,0,0
1080,1.0,0.0,treatment,9,model,0.6,0.0642,0.0318391609,0.0,0.1152,0.2287,0.3362,0.0409,0.0444,0.0089,0.9835,0.9135,0.2362,True,0,0
1080,1.0,0.0,treatment,10,model,0.6,0.05,0.0363384786,0.0,0.2349,0.1132,0.3481,0.0904,0.0411,0.0009,0.9921,0.8966,0.3194,True,0,0
1080,1.0,0.0,treatment,11,model,0.6,0.0737,0.0281216694,0.0,0.1189,0.202,0.3181,0.0504,0.0413,0.0114,0.9792,0.9073,0.185,True,0,0
1080,1.0,0.0,frozen,0,prior,0.6,0.0171,0.0461193689,0.0,0.3691,0.0297,0.3987,0.1485,0.0503,0.0002,0.9694,0.7794,0.1737,True,0,0
1080,1.0,0.0,frozen,1,model,0.6,0.0933,0.0238022164,0.0,0.2459,0.036,0.2819,0.1471,0.0185,0.0021,0.9669,0.9042,0.0844,True,0,0
1080,1.0,0.0,frozen,2,model,0.6,0.0992,0.0204292693,0.0,0.2474,0.0357,0.2831,0.1515,0.0175,0.0022,0.9664,0.8909,0.0612,True,0,0
1080,1.0,0.0,frozen,3,model,0.6,0.0967,0.0220672785,0.0,0.2558,0.0361,0.2919,0.1533,0.0193,0.0,0.968,0.9018,0.0631,True,0,0
1080,1.0,0.0,frozen,4,model,0.6,0.1004,0.0219392347,0.0,0.2441,0.0366,0.2806,0.1508,0.0193,0.0042,0.9737,0.9089,0.1094,True,0,0
1080,1.0,0.0,frozen,5,model,0.6,0.0963,0.0218380078,0.0,0.2578,0.0359,0.2938,0.1539,0.0224,0.0017,0.9677,0.9021,0.0956,True,0,0
1080,1.0,0.0,frozen,6,model,0.6,0.0938,0.0240792874,0.0,0.2458,0.036,0.2819,0.1477,0.0191,0.0012,0.968,0.9064,0.0887,True,0,0
1080,1.0,0.0,frozen,7,model,0.6,0.0883,0.0254001541,0.0,0.2312,0.0363,0.2675,0.1382,0.0136,0.002,0.9737,0.91,0.0906,True,0,0
1080,1.0,0.0,frozen,8,model,0.6,0.0875,0.0256322453,0.0,0.2426,0.0361,0.2787,0.1423,0.0183,0.0025,0.9714,0.8993,0.0825,True,0,0
1080,1.0,0.0,frozen,9,model,0.6,0.0971,0.0216552229,0.0,0.2504,0.0364,0.2869,0.1512,0.0193,0.0023,0.9717,0.9096,0.0875,True,0,0
1080,1.0,0.0,frozen,10,model,0.6,0.0942,0.0249051944,0.0,0.2458,0.0361,0.2819,0.1478,0.0191,0.0034,0.9659,0.9048,0.0819,True,0,0
1080,1.0,0.0,frozen,11,model,0.6,0.1021,0.0217628645,0.0,0.2401,0.0355,0.2756,0.1504,0.0183,0.0008,0.9656,0.8946,0.0744,True,0,0
1080,1.0,0.0,prior,0,prior,0.6,0.0171,0.0461193689,0.0,0.3691,0.0297,0.3987,0.1485,0.0503,0.0002,0.9694,0.7794,0.1737,True,0,0
1080,1.0,0.0,prior,1,model,0.6,0.0175,0.0463081073,0.0,0.3688,0.0268,0.3956,0.1474,0.049,0.0002,0.9733,0.8368,0.2219,True,0,0
1080,1.0,0.0,prior,2,model,0.6,0.0138,0.0473225821,0.0,0.3905,0.0208,0.4113,0.1561,0.0539,0.0003,0.9751,0.7635,0.25,True,0,0
1080,1.0,0.0,prior,3,model,0.6,0.0221,0.0445650906,0.0,0.3761,0.0277,0.4037,0.1507,0.0514,0.0002,0.9703,0.8347,0.1981,True,0,0
1080,1.0,0.0,prior,4,model,0.6,0.0088,0.0488308826,0.0,0.406,0.0121,0.4181,0.1626,0.0563,0.0,0.9724,0.8026,0.1888,True,0,0
1080,1.0,0.0,prior,5,model,0.6,0.0167,0.0466887971,0.0,0.3886,0.0245,0.4131,0.1556,0.055,0.0002,0.972,0.7699,0.1975,True,0,0
1080,1.0,0.0,prior,6,model,0.6,0.0133,0.0472397938,0.0,0.3805,0.0257,0.4025,0.1481,0.0512,0.0001,0.9736,0.7454,0.2344,True,0,0
1080,1.0,0.0,prior,7,model,0.6,0.0121,0.0478560029,0.0,0.3669,0.015,0.3819,0.1467,0.0442,0.0001,0.9752,0.7694,0.2306,True,0,0
1080,1.0,0.0,prior,8,model,0.6,0.0154,0.0469627079,0.0,0.3611,0.0258,0.3869,0.1449,0.0474,0.0002,0.9741,0.8296,0.2263,True,0,0
1080,1.0,0.0,prior,9,model,0.6,0.0154,0.0468976373,0.0,0.3848,0.0246,0.4094,0.1544,0.0541,0.0003,0.9732,0.8349,0.2069,True,0,0
1080,1.0,0.0,prior,10,model,0.6,0.0179,0.0461637429,0.0,0.3663,0.0299,0.3962,0.1466,0.0494,0.0001,0.973,0.851,0.2194,True,0,0
1080,1.0,0.0,prior,11,model,0.6,0.0175,0.0462491764,0.0,0.3749,0.0276,0.4025,0.1497,0.0516,0.0001,0.9679,0.8447,0.2131,True,0,0
1080,1.0,0.05,treatment,0,prior,0.6205,0.0282,0.04427573,-0.0018436389,0.2233,0.3147,0.4012,0.074,0.0535,0.0012,0.9694,0.7794,0.1737,True,82,29
1080,1.0,0.05,treatment,1,model,0.6155,0.0695,0.0315260988,-0.0007211029,0.1081,0.2248,0.3277,0.033,0.0406,0.0097,0.9814,0.858,0.2125,True,62,17
1080,1.0,0.05,treatment,2,model,0.617,0.0636,0.0327063226,-0.0013725489,0.1587,0.2232,0.3486,0.0586,0.0437,0.0029,0.9879,0.8378,0.2581,True,68,19
1080,1.0,0.05,treatment,3,model,0.6242,0.0813,0.0283625229,-0.0014811998,0.1011,0.2342,0.33,0.0385,0.0412,0.0043,0.9586,0.8966,0.1919,True,97,29
1080,1.0,0.05,treatment,4,model,0.6192,0.061,0.0343323999,-0.0018523993,0.1091,0.2516,0.3539,0.0307,0.0444,0.0048,0.993,0.9289,0.3581,True,77,27
1080,1.0,0.05,treatment,5,model,0.621,0.0705,0.0301403743,-0.0019221351,0.0989,0.2834,0.347,0.0275,0.045,0.0063,0.9843,0.8976,0.2637,True,84,28
1080,1.0,0.05,treatment,6,model,0.6205,0.0717,0.0304121966,-0.0020670584,0.1083,0.2608,0.3281,0.0349,0.0366,0.006,0.9856,0.8569,0.2975,True,82,29
1080,1.0,0.05,treatment,7,model,0.6208,0.0681,0.0323112208,-0.0020390557,0.0622,0.3162,0.3105,0.0371,0.0362,0.0075,0.9821,0.8166,0.2687,True,83,30
1080,1.0,0.05,treatment,8,model,0.615,0.0557,0.035218185,-0.0004927509,0.2248,0.1122,0.337,0.0858,0.0371,0.0024,0.9922,0.9146,0.3281,True,60,14
1080,1.0,0.05,treatment,9,model,0.6188,0.0982,0.0207472003,-0.0010211226,0.0504,0.3019,0.2944,0.0269,0.0413,0.0209,0.9153,0.8795,0.075,True,75,20
1080,1.0,0.05,treatment,10,model,0.6208,0.0636,0.0328232381,-0.0026392636,0.1378,0.3747,0.3421,0.0403,0.0415,0.0056,0.9929,0.9052,0.3406,True,83,30
