seed,generator,iteration,selection_severity,frontier_severity,passed,naive_declined_ece,reweight_declined_ece,retrain_declined_ece,naive_declined_empc,naive_declined_emp_h,reweight_declined_empc,reweight_declined_emp_h,exploration_cost
101,flat,1,0.2,0.4,True,0.029651571526206295,0.032247707035978145,0.037242602967868965,0.015371324428866144,,0.01346812056419262,,0.0
101,flat,2,0.4,0.4,True,0.09207835370978167,0.08042631758474258,0.10739445541819363,0.022157993566438113,,0.02353832362317839,,0.0
101,flat,3,0.6,0.4,False,0.17454495401994158,0.1813764393670327,0.1708084999012253,0.023744581519608905,,0.022527659348269915,,0.0
2026,flat,0,0.0,0.2,True,0.027155963008796646,0.021952388932815953,0.03133142710830979,0.00814548276270213,,0.008200647206118504,,0.0
2026,flat,1,0.2,0.2,True,0.03443632179682436,0.024755826510189816,0.03915240589577831,0.012607357943529709,,0.012323399520167814,,0.0
2026,flat,2,0.4,0.2,False,0.13439455583246576,0.1197272352291051,0.11700714585991778,0.022016300556150805,,0.02259658245947949,,0.0
3,flat,0,0.0,0.2,True,0.030411384756403644,0.030297929403202254,0.018846178299455087,0.009486498566973025,,0.009172685472363672,,0.0
3,flat,1,0.2,0.2,True,0.03590143091138265,0.0373779692708425,0.04544252342697031,0.015424567980375165,,0.014791731815003345,,0.0
3,flat,2,0.4,0.2,False,0.130493119780812,0.11193942318201805,0.12316887074389142,0.02662123097680695,,0.024835824866970654,,0.0
5,flat,0,0.0,0.2,True,0.02399462084394867,0.027613078060116432,0.025581975585993892,0.009557186937181144,,0.008330076855737355,,0.0
5,flat,1,0.2,0.2,True,0.034268174361638364,0.036646471118513595,0.039410595240946984,0.017622985351021025,,0.0172961808764131,,0.0
5,flat,2,0.4,0.2,False,0.1263171400617496,0.12197294181556623,0.1315624455220354,0.020981515363500926,,0.01722836449668911,,0.0
11,flat,0,0.0,0.4,True,0.013604212392975516,0.012251876516398011,0.03460589975982679,0.009469570885831897,,0.009263343607415524,,0.0
11,flat,1,0.2,0.4,True,0.02742660612137921,0.03268051533178759,0.05476172011635312,0.014543729128060403,,0.014738028801571877,,0.0
11,flat,2,0.4,0.4,True,0.0972999381548362,0.07927934769929579,0.09855748944719117,0.020064440392262628,,0.02174115343175253,,0.0
11,flat,3,0.6,0.4,False,0.2367851379158719,0.22400519469308827,0.21217047990274443,0.028415649174844317,,0.026839975786229757,,0.0
17,flat,0,0.0,0.2,True,0.01081243342143893,0.017744176212765903,0.02027568871837355,0.010417935504623197,,0.012886954984002708,,0.0
17,flat,1,0.2,0.2,True,0.02553915512849814,0.025330322601734904,0.053551282569953645,0.012697132523762335,,0.012192986494829094,,0.0
17,flat,2,0.4,0.2,False,0.11356686493223746,0.1048576262518725,0.09665040253857536,0.02269798219351722,,0.023201732831178365,,0.0
19,flat,0,0.0,0.4,True,0.021333447831923178,0.026530729696983654,0.043603604488089844,0.010616879963199783,,0.011714835017399564,,0.0
19,flat,1,0.2,0.4,True,0.057078229362731284,0.05955645398096014,0.040890540543338905,0.013386540257474537,,0.013285564712533207,,0.0
19,flat,2,0.4,0.4,True,0.10776971596937973,0.0966157455382903,0.12472041936554769,0.019442597270477934,,0.01991177097428912,,0.0
19,flat,3,0.6,0.4,False,0.15049692198354941,0.1651090787361783,0.183398258528558,0.023465895539164117,,0.022679703092661076,,0.0
23,flat,0,0.0,0.2,True,0.0357446287989601,0.03070610272528445,0.036778750886438526,0.005629809357217739,,0.003968246021057743,,0.0
23,flat,1,0.2,0.2,True,0.056317572525257285,0.058755383325318836,0.04175023429953814,0.011569625133476008,,0.01266696729306959,,0.0
23,flat,2,0.4,0.2,False,0.13791849931708197,0.12374001454520875,0.11420749833079277,0.017330303905610224,,0.018525530364915253,,0.0
29,flat,0,0.0,0.4,True,0.028102907530049202,0.0314992513606495,0.0269098638444393,0.009451653990795991,,0.009308158406998484,,0.0
29,flat,1,0.2,0.4,True,0.03782593874963403,0.02975359403797847,0.03274271723421065,0.015413772698980612,,0.014590599403141925,,0.0
29,flat,2,0.4,0.4,True,0.11075956291252845,0.08655512886912163,0.1085238671692199,0.02004064452484832,,0.019532664850906475,,0.0
29,flat,3,0.6,0.4,False,0.19184863508378397,0.16753470519638589,0.173820210089769,0.022546378442070546,,0.02105991815968597,,0.0
31,flat,0,0.0,0.2,True,0.01612717964443,0.023501389288038615,0.02018432049150519,0.00959314393883874,,0.008867086236577747,,0.0
31,flat,1,0.2,0.2,True,0.03721992282603007,0.03060161252322038,0.044347122014652525,0.011982513967437537,,0.012078539821569444,,0.0
31,flat,2,0.4,0.2,False,0.11289948086939966,0.11029777730604706,0.10209947030262537,0.018623928547764547,,0.01671579260777208,,0.0
37,flat,0,0.0,0.4,True,0.04503319354682719,0.037279335034298505,0.0291742280008587,0.008382271668230686,,0.00813857100472055,,0.0
37,flat,1,0.2,0.4,True,0.03794497444949587,0.033029975112579706,0.052386112046825126,0.014385505847380704,,0.015016363535067731,,0.0
37,flat,2,0.4,0.4,True,0.12474574020412729,0.09870487987224401,0.11112578472870749,0.02208440485470491,,0.021928476942147637,,0.0
37,flat,3,0.6,0.4,False,0.18278725522514938,0.1716958454765041,0.16951852642179172,0.02378830883137302,,0.024167908955007672,,0.0
41,flat,0,0.0,0.4,True,0.02763032600351564,0.016614677721578982,0.022588661375607826,0.013869990843534047,,0.013807539827065174,,0.0
41,flat,1,0.2,0.4,True,0.03767242855235907,0.04059339271376194,0.025321551509339253,0.013306895924093183,,0.012622149323232253,,0.0
41,flat,2,0.4,0.4,True,0.10453845336218189,0.08123811929008562,0.13040048830548057,0.021911704368419445,,0.021521332014325885,,0.0
