severity,n,mean,sd,n_positive,wilcoxon_W,wilcoxon_p,t_stat,t_p
0.4,25,0.013371218445529288,0.008485813922314409,24,322.0,1.4901161193847656e-07,7.878571559510723,2.066390010616958e-08
1.0,25,0.0016741222389732918,0.002041066655234634,20,289.0,0.00014352798461914062,4.101096440627609,0.0002039969599989764
