seed,severity,naive_mae,gcomp_mae,naive_bias,gcomp_bias,naive_strong,gcomp_strong,strong_gap,overall_gap
23,1.0,0.0815308839187488,0.0807656653165317,-0.0297076799150674,-0.0309331590655466,0.0716021572654458,0.0679301488676643,0.0036720083977814,0.000765218602217
29,1.0,0.0932973987175395,0.0931718635645155,-0.0266798647631515,-0.0270136711955839,0.1269551738129768,0.1272510280903461,-0.0002958542773692,0.000125535153024
31,1.0,0.0789762696111096,0.0777182586352582,-0.0364285044810796,-0.0358001943932477,0.0672494344367428,0.0628883258229606,0.0043611086137821,0.0012580109758514
37,1.0,0.0909615233238021,0.0899140617044466,-0.0194372625997449,-0.0197511018434201,0.1024372382578398,0.1009540262729667,0.001483211984873,0.0010474616193554
41,1.0,0.0900371321561448,0.0898787963168881,-0.0233351732767726,-0.0233503465828491,0.0990569234559632,0.0974378486166374,0.0016190748393258,0.0001583358392566
42,1.0,0.0959589525729055,0.0956693801801039,-0.0272962278566279,-0.0307501378854277,0.0802326117606789,0.0785293724049503,0.0017032393557286,0.0002895723928016
43,1.0,0.0853155267350385,0.0837857380476297,-0.0258645547159569,-0.0293922371816051,0.0805020692124418,0.0736024225207351,0.0068996466917067,0.0015297886874088
47,1.0,0.0981920254867994,0.0974639069308312,-0.0312838707185101,-0.0323660297289049,0.0884088685378383,0.0848349732560295,0.0035738952818088,0.0007281185559681
53,1.0,0.0952550292301572,0.0951630378496747,-0.0280188709403078,-0.0281109402048901,0.113707881304031,0.1132179831763654,0.0004898981276656,9.199138048247846e-05
59,1.0,0.0974474945000084,0.0970541681446288,-0.0204364919120992,-0.0218273026735988,0.1278973935117065,0.126958896534914,0.0009384969767924,0.0003933263553796
61,1.0,0.0923442124557622,0.0919299152128365,-0.0281216659790004,-0.0285450301924868,0.0885218600527829,0.0879035148924705,0.0006183451603124,0.0004142972429257
67,1.0,0.076652584580655,0.0763640114697087,-0.0252524557427848,-0.0256578024428683,0.0816487826098677,0.0797007855670837,0.001947997042784,0.0002885731109463
71,1.0,0.0965913739501089,0.0964433175615688,-0.0188745335308157,-0.0186857989871667,0.1395408833764148,0.1400198811896429,-0.0004789978132281,0.00014805638854
73,1.0,0.1015224888786569,0.100843086713786,-0.0285320671107126,-0.0290358474510493,0.1183608268718605,0.1138402459603263,0.0045205809115341,0.0006794021648708
79,1.0,0.0832170011387876,0.082962043666599,-0.0236624310959581,-0.0243687189981504,0.0899203427590033,0.0870692633339877,0.0028510794250156,0.0002549574721886
83,1.0,0.0873916253140814,0.0873935505572308,-0.0283576721154001,-0.0279111577814531,0.1040577586741151,0.1052569659800942,-0.0011992073059791,-1.925243149389355e-06
101,1.0,0.0910260445603885,0.0905503719863423,-0.0260440236870121,-0.027074801828689,0.1269861783539787,0.1235838433248843,0.0034023350290944,0.0004756725740461
2026,1.0,0.0947451094118864,0.0946275586308696,-0.0390484156352361,-0.0395896783974649,0.1016913196148314,0.0993620306318374,0.0023292889829939,0.0001175507810167
